787245493,380
673975191,280
632047018,234
1021910533,409
1223851841,499
1230931376,701
551165228,122
1230931277,663
1230931275,662
1230931270,660
500394043,14
1473030929,1019
1230931982,815
528445392,96
1230931175,628
100002301331657,1129
1230931177,629
1234440172,841
1230931821,792
570723664,148
504092771,44
806475051,389
780889466,376
1230930496,599
518434771,85
709967600,321
1422136896,990
1572451225,1056
1374683808,966
687323254,298
1230931579,745
1572451220,1055
501084384,18
1226803792,513
1227212304,541
1330830296,896
1227212229,534
1227212127,524
1230931093,623
100002907055662,1133
1227212797,562
1335360307,908
558176208,134
1356330188,938
682688407,290
622243968,222
1383390081,974
1054256846,420
1335330543,907
1230931302,673
1230931303,674
100001281399132,1118
1108410214,460
1230931659,763
571733236,153
798779069,384
1230931654,761
624676762,228
1515841209,1038
420623,4
1230931651,759
621071671,218
1227570094,566
622915179,224
1246290049,859
1096260358,455
1476420603,1022
1092630330,452
1230931653,760
1230932058,819
1043010861,417
1230931828,794
502134676,25
1227212335,543
502782928,30
1091370265,447
1227212330,542
1347537423,930
1227212244,535
1242030070,852
504927917,49
1496580055,1034
1230931530,736
1076467841,426
1237500697,844
1351920995,934
546335383,114
1230930432,598
600073744,202
100003761564605,1135
1228440109,578
1641201373,1068
1267491991,868
1071935808,425
1230930531,601
1364755712,952
1230931535,737
1109040219,461
597282390,193
1838418093,1085
672515300,278
1230931537,738
776005157,372
1227570983,573
659556267,264
593042950,189
1230931394,706
758350393,367
100000175689749,1099
503749409,39
1425000219,992
1227212146,527
756045210,364
1227212412,548
570268229,147
1227212415,549
1230931964,812
556116448,129
662922442,265
784085275,379
1320225705,886
736589118,350
1230931330,682
1350090427,931
501192184,19
594789492,191
618037525,216
597530449,195
503674892,34
586508416,171
1230931015,619
1230931271,661
1227212898,564
1426704680,993
1230930882,614
1230930880,613
100001407975879,1123
531170793,101
730245483,346
531797734,103
1367220494,955
1015290096,408
1319844071,885
729986639,345
1068624444,422
1381110607,971
500459543,15
754400663,363
799826483,386
1230931504,732
1230931505,733
1445906560,1002
1230931501,731
17200549,10
1230931508,734
682641221,289
657501992,257
1230931866,801
1230931114,625
1114110669,463
1230931862,800
538583283,107
1314180015,883
793656811,382
1300273834,879
1238580247,848
1230931869,802
1284143126,873
557059814,130
1227212125,522
1447170431,1003
1229130377,580
572914574,155
1381200920,973
1230931431,716
1230931432,717
548689842,117
627910505,232
1341660443,918
1210172628,490
1230932067,820
517376081,84
1334673131,903
1230930741,609
1230931619,753
623647173,226
526342639,93
1230931348,687
1230931347,686
1230931612,751
1230931613,752
1223850020,498
1230931593,747
1230931223,640
506478033,65
1230931224,641
1332571149,898
1230931226,642
1467390314,1014
1230931183,630
1243380298,856
1252354410,861
1229670318,587
589087074,177
1230931814,790
64901328,13
1358340023,940
1230931250,650
1231740139,835
1088160394,439
503783701,40
648064644,247
1088880116,443
511416626,76
6419380,7
1241640590,849
690615497,303
1223881202,508
1230931305,675
654434818,252
751510013,360
1362255405,946
722057303,333
502353376,27
100000247510861,1103
1233582650,840
1332990077,900
100000171473850,1098
1786051069,1079
622350743,223
903655330,405
709411520,319
1230931767,786
1230931049,620
1230931761,785
588214030,174
1227570972,572
529304359,98
1230931298,672
506349558,63
651028716,249
1230931294,669
1230931295,670
1230931296,671
591331321,184
709965243,320
1230931291,667
1230931292,668
100001384512982,1119
1380090267,969
1650110826,1071
889175044,403
679207264,284
1230931920,808
1294038920,876
1230932299,833
1227570306,567
1230931885,805
762745485,369
537152894,106
100000176378798,1100
1829750452,1084
797078787,383
1465320857,1013
625952879,231
821379111,393
1334370563,902
507752756,69
601211279,203
503939416,43
1358040982,939
1495215695,1031
1230931407,710
1231817874,836
1221926862,496
1299122508,878
772445391,370
1367027773,954
1114290536,464
100001046378463,1115
1363740856,951
505973008,59
1230932082,822
599030986,198
1227212286,539
728351370,339
1205608158,489
540237599,108
657815922,260
100000015525458,1089
1230931710,773
1519726145,1039
558126868,133
510563246,75
1619214420,1067
542337358,111
1368000638,956
598205820,196
707292966,317
669391261,272
504409664,48
1456230122,1007
100000282379361,1104
679843369,285
686108412,294
1243530105,857
1342110147,925
696395353,309
1230931338,685
589862584,180
1230931655,762
597380368,194
1230930833,612
1308060639,881
1341540454,916
548213474,115
777483985,373
1227212376,546
517007171,83
1472685468,1018
1475182574,1021
670907314,274
1021927043,410
722910951,334
1569660029,1054
1230931847,798
1223851881,501
550336388,121
501961204,23
1230931646,757
1354950326,937
670771888,273
1361640289,945
695025403,307
1230931269,659
1262290846,866
1227571054,577
507431201,68
708160129,318
724734743,336
1084080110,430
100003957129720,1139
1230931263,656
1230931262,655
728564746,340
604448309,209
1237920161,845
1429200487,995
1280809118,870
1372464986,962
1230931149,626
1230931499,730
1227212626,560
1230931884,804
1578640797,1061
1229670273,584
511972129,79
1230931231,643
1227571023,576
5723155,6
1230931463,725
1223852081,504
659405004,262
1160221283,475
1361573225,944
1230931465,726
1230931237,644
514804563,81
1230931085,622
502243071,26
1230931720,775
599091593,199
1230931723,777
705679166,315
625290954,230
1370850004,960
1230931727,779
591622563,186
1230931312,676
1230931647,758
1230931314,677
1230931317,678
1230931095,624
542632425,112
737840481,352
594978674,192
1335180848,905
1230931587,746
1227212494,553
1227212152,529
639954156,240
1230931367,698
591467687,185
552693107,124
1455911097,1006
1173018538,478
502529070,29
1541752758,1044
529042092,97
1383871326,976
1447620611,1004
575256385,160
541751692,109
1686212913,1076
1087501048,437
1406690583,986
1441161382,999
835220647,395
570899923,149
1223851928,503
1177245241,480
657781280,259
671185124,275
100000683697509,1109
1230930135,592
644132628,243
100000015141045,1088
1479510182,1027
582081835,164
1389150021,982
100000368048071,1107
1227210597,514
742335326,354
854235603,398
505687167,56
1142962015,473
559298737,135
603847004,207
636056070,236
1230930709,606
503640926,33
1230931997,817
1230931975,813
1227212150,528
812692821,390
684155706,291
1178460182,481
548695430,118
1241970178,851
652625056,251
1230931252,652
1227570402,568
1419673260,989
1230930352,594
752039001,361
1230930351,593
505381434,54
1124610138,466
1230930358,595
1463025934,1012
1230930891,615
621796453,221
1804489690,1082
751110507,359
100005439493535,1142
505131255,52
1232401514,839
100002040087140,1126
1230931257,654
1230930954,618
1530480537,1040
565635813,141
100003782746532,1136
1670260469,1075
1230931442,719
1315366699,884
1342567694,926
530926170,100
535108292,104
1192812378,486
1230931450,722
1368751790,957
1350900077,932
759524570,368
1230931454,723
1230931455,724
100005287836928,1141
1227212163,532
100000023271591,1091
782275404,378
571298318,150
1180115657,482
1341750050,923
712047436,325
100002048619705,1127
584014877,168
720166447,331
557741803,132
1565370142,1051
1245078642,858
1096860192,457
1230932139,825
1199108320,487
1224714846,510
1510163248,1036
505131734,53
100000198150816,1101
677609293,283
1230931424,713
1155512977,474
1230931421,712
502416889,28
677035112,282
1477717362,1023
1320768097,887
854485614,399
1106400223,459
1230931429,715
1227212400,547
1223851863,500
1230931359,694
726816332,338
100002952970454,1134
1230931355,691
1230931354,690
552889224,125
1230931356,692
1230931351,689
1230931350,688
1190615545,485
503613034,32
1223790017,497
749324326,357
1088730433,442
636912402,237
1230931198,633
100000978763298,1113
1186012058,484
590518276,183
1015290078,407
1230931190,631
1183650706,483
631550744,233
1131754469,471
1231740125,834
550305542,120
1241820137,850
690830491,304
1657950370,1074
1332960484,899
642483586,242
1024887933,413
579551582,163
1230931518,735
729195233,343
500742653,16
728683342,341
890310236,404
1230931399,708
1227446974,565
681350410,286
1227212126,523
1014405132,406
100001747695595,1125
584610754,169
1363050110,948
1602930026,1065
1500062191,1035
799874263,387
1392450711,983
1479480808,1026
100002671987547,1132
1798730934,1081
1444824998,1001
1230931671,765
687734323,299
511901205,78
557376693,131
1230931675,766
100000020057772,1090
749609288,358
1230931281,664
1467390380,1015
617476730,215
1515696187,1037
1363350475,949
1230931284,666
1227212524,556
1373940050,963
638515584,238
1095060086,454
621668441,220
1230932297,832
1230931933,810
1243080221,854
1227212058,519
100000633773224,1108
1230930677,605
1230931561,743
601332623,204
504179110,45
1326120441,891
500753051,17
1230932170,826
543852009,113
756914605,365
1230931395,707
1223851910,502
531225871,102
571456843,151
503691099,36
1394315670,984
1223852368,506
1230930410,596
506460869,64
1381200216,972
1377253077,968
1087890608,438
1114110370,462
205357,2
738370292,353
728965374,342
757775878,366
1778037015,1078
665821204,266
1479600363,1028
525943002,91
1230931757,784
1080850128,427
1227212537,558
1460160155,1010
1227212533,557
744302161,356
1227212435,551
1230931552,740
573843553,158
1230931551,739
1238400303,846
1374889427,967
588951971,175
1230931688,769
1230931377,702
1385630905,978
1383870003,975
731475562,347
688740015,300
541753409,110
1341540457,917
1574162382,1058
835375222,396
1230931906,807
1460733580,1011
587363242,172
1227212142,526
1437920132,997
1335450215,909
1344810072,929
1617409183,1066
1230930900,616
100000950252948,1112
1084320191,431
624605110,227
1398454813,985
1249650066,860
1599750057,1064
1474320394,1020
1341720369,922
32701378,12
1088160941,440
1230931251,651
506239204,62
1230931253,653
1210397164,491
100000329096638,1105
406870,3
1162134835,476
536564670,105
564897602,139
504182657,46
566946074,143
1230931154,627
561558661,137
1238400788,847
1734909975,1077
1225500390,511
